STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P
NP-GJ724,1,0.3596841036531043,0.5747455152791051,0.3408843124278059,0.6869445623341432,0.32563545531092136,0.7716594114009635,0.31032306058609305,0.8454044935759045,0.31005895452068544,0.8465515915496237
NP-GJ734B,1,0.5652951513440461,0.5397836803135775,0.559297425934022,0.557692016082914,0.5489763220864391,0.5882008901454813,0.5455170628406927,0.5983139232808253,0.5443036075170576,0.6018458299764256
NP-GJ739,1,0.7240976042072026,0.0005184423395947581,0.7136086957937948,0.0007201690939894543,0.6909399677674053,0.001406874801920576,0.6510777635428466,0.0040678221121339606,0.5808912580080219,0.019873848078950068
NP-GJ740,1,0.3275720692838805,0.004527252001127511,0.3134878645902281,0.007982509967595586,0.3090213874777261,0.00952714775961437,0.2877050290945313,0.021720870225264952,0.26976660711752465,0.04228717669625491
NP-GJ7,1,0.7617184995930592,0.09222787090009447,0.753546003700147,0.10432740556334176,0.7519900995181935,0.10674247070049904,0.7515915839332242,0.1073668293697273,0.7510290274689425,0.1082522157370999
NP-GJ800A,1,0.7650788198548144,4.035843444782745e-17,0.7187089359174247,9.517683051457041e-15,0.7174141858612545,1.0938826813728736e-14,0.7112436499337074,2.104878488104621e-14,0.707800900883404,3.014186980836094e-14
NP-GJ808,1,0.4755983685657644,0.9543697301458196,0.4672422692993562,0.9626103144136182,0.4646135600125914,0.9649422755036906,0.4440181234390728,0.9794434517677126,0.4336139545548793,0.9846128548398374
NP-GJ816,1,0.2130662726598636,0.9963329764935904,0.2106728689094148,0.9967880309559586,0.2092960266764296,0.9970267904250288,0.20502401605752146,0.997671529686484,0.2009024684738013,0.9981732565278464
NP-GJ821,1,0.29648025163258057,0.9953656281310248,0.284035834341157,0.9972575073073572,0.283960419531168,0.997266485163735,0.2771206560315063,0.9979797539424062,0.27665896058436906,0.9980212714030332
NP-GJ842,1,0.6739387204444989,0.8733702040530474,0.6722461528820028,0.877087253106392,0.6573912498835734,0.9063923568102497,0.6434528203293306,0.9287869212861464,0.6417529168281215,0.9312044406502944
NP-GJ855,1,0.5689533295591115,0.004836193167614959,0.50351819828302,0.02824187674818112,0.455331754451736,0.08685014506397112,0.4527115126811002,0.09192393331509066,0.4524428343305488,0.09245824814654194
NP-GJ85,1,0.828772301922598,9.21332866938142e-05,0.8207166610348247,0.00012945840319357742,0.8192136391082112,0.0001377024519406765,0.8166940398478161,0.00015253940822774437,0.8076709104316624,0.00021755913493573268
NP-GJ891,1,0.5079411514230014,0.03872072252145334,0.5053444861350433,0.04108999550087484,0.4825137276453748,0.06804384349439617,0.4232918211389268,0.2152269240578931,0.4125780414708917,0.2580294444318512
NP-GJ9067B,1,0.6080036993057316,0.11913829552365708,0.5072555156056241,0.4017855678996167,0.4914773349183241,0.4626075620615608,0.474127927999145,0.5318607336402755,0.4683787780996684,0.5550365593352902
NP-GJ91,1,0.3977663389292059,4.528917213022151e-07,0.3857615732717586,1.0421740876888109e-06,0.33670853418450764,2.6499075131651864e-05,0.3294400673324149,4.1881328726835975e-05,0.3283942013684985,4.471302623296721e-05
NP-GJ9201,1,0.44754902755936177,0.553956493488343,0.442570375866402,0.5812111950319335,0.41085994849177104,0.7484846244360666,0.40659161474973854,0.7689904761516279,0.3981753577969923,0.8072082564031411
NP-GJ93,1,0.017051183839128858,1.0,0.01654446676134374,1.0,0.015758190006252618,1.0,0.015329906696050772,1.0,0.015325095895101478,1.0
NP-Gl105B,1,0.5179844315794528,0.1533786833468413,0.5128251845325421,0.1666833147768115,0.5127608138354249,0.16685465438510716,0.5109788997501952,0.17165057283170393,0.5071448170897699,0.18231895658953348
NP-Gl191,1,0.990909476395494,9.808697736468987e-230,0.9902238262144956,3.90465781532218e-226,0.9861063144898664,9.831382698255359e-209,0.9612084282980272,6.636488729586577e-158,0.8885727730291739,1.1113192117101077e-105
NP-Gl203,1,0.3695036975483692,0.9994593105048528,0.3442070847600225,0.9997627343347208,0.3237329339405483,0.9998799519806456,0.29162674096752866,0.9999591921505646,0.2909127691150523,0.9999601585421172
NP-Gl250B,1,0.6660036186193968,0.4141476658295588,0.6440505819383785,0.5036582317194626,0.6071478153455201,0.6538536358881988,0.6055548198835811,0.6600662204440453,0.5970011679065731,0.6927637026157394
NP-Gl341,1,0.2782718903573445,0.5523496864789659,0.2633122740592204,0.6661346220765599,0.2496329033491552,0.7647906448011118,0.2483670927420263,0.7733489880925314,0.24623430261435897,0.7874855555637221
NP-Gl357,1,0.22141927397154967,0.3376685530321297,0.21345605284546476,0.4049467829691241,0.2120452836021194,0.4176122734867855,0.2016407059935171,0.5167072380672736,0.19519374547672064,0.5816028855402259
NP-Gl358,1,0.5842129845414812,9.337331106140892e-05,0.5658714245280357,0.00019143416592409,0.5464090795030585,0.00039645890567783885,0.5260855510457382,0.0008194556916717048,0.5260813676800717,0.000819575380704906
NP-Gl367,1,0.6401228902344716,1.3245893793615202e-10,0.5875659342743345,6.6117707545631605e-09,0.5785850204349219,1.225423847640826e-08,0.5625361855695987,3.5720769790792575e-08,0.553098463133702,6.577706211930523e-08
NP-Gl382,1,0.4959270735471664,4.20228962774012e-20,0.4840926086385017,2.4790115852001265e-19,0.4747748603804439,9.741797227629586e-19,0.4738435160892691,1.115471114892655e-18,0.4708352138990594,1.724759743118051e-18
NP-Gl406,1,0.19102699929706632,0.7052536912506342,0.182636972772797,0.788633378747742,0.17116322111375487,0.8831738284355339,0.1670244310419886,0.9100351700804366,0.1650211888715125,0.9215372482014728
NP-Gl413.1,1,0.4997252633941535,0.4690179082937813,0.4616270534342597,0.6385883922545768,0.4606861827923304,0.6427152771407452,0.4593561363106829,0.6485321168536136,0.4484463699793573,0.695316340516405
NP-Gl438,1,0.06224620095842525,0.9999999999941012,0.06001169590672373,0.9999999999959532,0.05491462666790902,0.9999999999981902,0.0541409991607838,0.9999999999983856,0.052862517063566435,0.9999999999986564
NP-Gl447,1,0.4874730191645312,1.9684970059717637e-21,0.4617798772907107,1.0838026818076831e-19,0.4453369787500866,1.2743806881158412e-18,0.4334019956888674,7.280911939111902e-18,0.4116397930853569,1.5899695185976895e-16
NP-Gl452.1,1,0.3188420321681807,0.9993179044659606,0.3053823360760746,0.9996193695327258,0.2688215026479429,0.9999301061577692,0.2588608422349718,0.9999569834151172,0.2322305695127731,0.9999886428301036
NP-Gl465,1,0.0117190277254713,0.9999999905356978,0.011513850645296987,0.9999999896110376,0.010542975963439056,0.9999999835084256,0.010049690929842849,0.9999999788470788,0.01000193638863292,0.9999999783195196
NP-Gl486,1,0.3311322958425682,0.9999067987492424,0.31507571512138044,0.9999529058685592,0.27973765444963056,0.9999899533618212,0.2700526966633987,0.999993455616186,0.2658777844913917,0.9999945600149918
NP-Gl569A,1,0.44453303775684266,0.3053310198246157,0.4302387315195244,0.3737863110508005,0.4273614805304805,0.3885036012624615,0.4260186221934975,0.3954713753042042,0.4072413238699131,0.4984740112428384
NP-Gl618A,1,0.9183593414064932,7.314510003466313e-08,0.9069873353514322,2.2026871297201894e-07,0.8660214791297098,4.790063185301146e-06,0.7467211323686325,0.0009984772495372325,0.6682326446944483,0.009338776542042052
NP-Gl628,1,0.1912678231140469,3.5586553287510354e-06,0.1911685121465178,3.599255234294848e-06,0.18925655782408907,4.47642019662712e-06,0.1869222072951744,5.837609951869966e-06,0.1749430901890444,2.249593279276913e-05
NP-Gl643,1,0.6577636689411192,0.8226501717815351,0.6415110248881779,0.8597405487258383,0.6020713637272356,0.9261787659333982,0.5841239133322789,0.9467145247998312,0.5746865536273303,0.9554843764805993
NP-Gl680,1,0.9265700870128748,1.0957871427479902e-18,0.9237803437902232,2.1407765472437773e-18,0.91365735392892,2.009365442280264e-17,0.8879577753305441,2.1564942492847e-15,0.8526470045549454,2.928303424559837e-13
NP-Gl693,1,0.0015204949975952046,1.0,0.0015165659825212238,1.0,0.0014463063181398836,1.0,0.0014444371433179465,1.0,0.0014105689889309025,1.0
NP-Gl699,1,0.9757364418463612,5.264776433635891e-264,0.9719376082944342,1.4969263120153752e-253,0.9527127421303002,4.7466050250500955e-216,0.8790244734198507,1.4969073937214651e-148,0.6470804815563845,1.1549785170466305e-71
NP-Gl701,1,0.23519585492781636,2.457187332987306e-06,0.233875807466844,2.7886103384827748e-06,0.22586730268749866,5.9778542987344225e-06,0.22312372895990826,7.746880358311204e-06,0.22281223880226605,7.977759392903102e-06
NP-Gl729,1,0.11606581450389172,0.9897952637113984,0.11380647756788992,0.9931502721494601,0.11380644445109198,0.9931503137575156,0.11039694092851617,0.996472139147944,0.10886496100424538,0.9974491661789824
NP-Gl754,1,0.2781572397196079,3.5704660892571526e-11,0.2628092323926037,2.6713085549202416e-10,0.245807142773795,2.3591486474283555e-09,0.24468081264388564,2.7203486280135186e-09,0.2261392334253298,2.7488933836726225e-08
NP-Gl803,1,0.4518301257007366,0.0010977726458504997,0.39907171161563065,0.007417632539451323,0.32640189470419684,0.07540263777529893,0.3123382374887382,0.11271888243347443,0.2915659881669131,0.19677754458898888
NP-Gl846,1,0.3656862215254306,0.0052452562403468295,0.34607915290125324,0.011058387103017795,0.34537634899492675,0.011352274845849266,0.34191445943237764,0.012911297773626774,0.3182664943726359,0.030377502802499925
NP-Gl877,1,0.7097889883931753,7.681938745752482e-10,0.6788642203408805,6.627057146600629e-09,0.6544121607010643,3.152148850962299e-08,0.617137027177693,2.769356972942721e-07,0.6118932039435202,3.6945119913555775e-07
NP-Gl880,1,0.1618967825586231,0.00482927640114906,0.15900406678628307,0.006045906746275438,0.15757232638380528,0.006754278502302387,0.15624841856902072,0.007481090017448089,0.15494338278356876,0.0082720909550175
NP-Gl908,1,0.3643351520659527,1.2030056011413205e-05,0.3508822527737951,2.700056525228998e-05,0.31966990596732275,0.00016474008990592258,0.2834969794765107,0.0012001358496095244,0.2738499417142129,0.001999782263993039
NP-HD110619,1,0.7030105480197465,0.00029159538836576746,0.6946430082130871,0.0003934771776938012,0.6906817651001723,0.0004521176273026298,0.6882917399459672,0.0004912112561526017,0.6865987596622702,0.0005207254273041429
NP-HD128429,1,0.3959785602272827,2.788481200074661e-10,0.3890401705036191,5.422369150026147e-10,0.3722277578253764,2.631354231248211e-09,0.3677638944467503,3.97296622037025e-09,0.35776519828028824,9.889873471258283e-09
NP-HD191122,1,0.6574657207435306,0.03318115169784226,0.6503198899091879,0.03842684593313568,0.6388737982429307,0.048254495291278114,0.5801235456663801,0.13591113803141813,0.5660926970342482,0.16863086251735995
NP-HD19641,1,0.9989548538047516,1.5843052798172924e-103,0.9984733023115026,1.102008951026311e-97,0.9903744408618756,2.684293034574926e-69,0.9548130737933052,1.8292429381403633e-45,0.8472852783250273,1.0261970029381018e-26
NP-HD213845,1,0.5044439032067112,4.132238464702833e-12,0.4962369609506675,8.942679349434468e-12,0.4909742972737876,1.4572771794414074e-11,0.4565927874021172,3.1341173605907716e-10,0.452080739127497,4.618933428288628e-10
NP-HD8389A,1,0.5200802544057598,0.12308675308660776,0.5156266738782161,0.13305963115916122,0.5087401019287987,0.14972499922374935,0.5085186481964563,0.1502867092043249,0.4890549988211785,0.20627871280353546
NP-HIP31292,1,0.556970522363451,0.2260277382418273,0.5026121739297756,0.4402113373114985,0.4747301971643815,0.5722350685284542,0.4706439620750151,0.5918691114468257,0.4516697446509556,0.6813357537806427
NP-L225-57,1,0.9267372075139714,0.004247959408127531,0.9265025048617792,0.0042951851345366405,0.9238110322588388,0.004863539985164188,0.8905352773978996,0.016898534016184723,0.8848888794393447,0.020059802824490186
NP-LHS1481,1,0.4124328289677881,0.9991429891348208,0.3570937832908814,0.9998234470498604,0.3415404951894231,0.999887404174053,0.3266876346408571,0.9999266271055716,0.3185965320778002,0.9999418167575644
NP-LHS1731,1,0.8738525843168763,0.08463187904646569,0.8560599129109226,0.12200257403986578,0.839318381544396,0.16416377540300353,0.8368332043065426,0.17097941420738513,0.826622644728299,0.2004150144296515
NP-LHS288,1,,,,,,,,,,
NP-LHS3836,1,,,,,,,,,,
NP-LP816-60,1,0.5574180194890324,2.3287765714800663e-24,0.554934419436424,3.555169466079186e-24,0.5479423997571011,1.1550781412651392e-23,0.5445662840441869,2.0270152177747572e-23,0.5420944712109783,3.051573140864225e-23
P-GJ1132,0,0.26337407750674746,6.598332582799301e-06,0.26007483335098913,8.669596986437621e-06,0.2562302004537381,1.1897026219186156e-05,0.2478656242366612,2.353919111966617e-05,0.24062729522822995,4.220162543633488e-05
P-GJ1214,0,0.20053466105260792,0.00392874667961434,0.1255568109586668,0.3894480748487935,0.11449577088378016,0.6165602724983287,0.1127556329259356,0.6545335106131024,0.11046400412367056,0.7039055762927835
P-GJ1265,0,0.7783446494028775,0.0947954367962486,0.745434965542597,0.16624047583652815,0.6507016790383889,0.5065811937743941,0.5919996146944723,0.742539592346521,0.5817416004395426,0.7778452241865257
P-GJ163,0,,,,,,,,,,
P-GJ173,0,1.4236530345129714,,0.9833230118164074,3.166349392935223e-09,0.8618130926997745,0.000960714031777715,0.8542246443641927,0.0013180632394414,0.8522770609241798,0.0014256391488559456
P-GJ179,0,0.4121421942884101,9.999430651997276e-07,0.4023856332342369,1.8621221981136197e-06,0.3867968248335921,4.920418659596399e-06,0.3771402757233351,8.866987382120397e-06,0.37417163791695535,1.0606323216153306e-05
P-GJ180,0,0.8567009464702222,3.832071601768105e-40,0.8254032870487505,8.089070978543749e-36,0.7852391675689304,2.7415303066769096e-31,0.7767723944108337,1.921674671365805e-30,0.7571784442803775,1.32854529793753e-28
P-GJ3082,0,0.5382986525669345,6.309584917417528e-05,0.5205098686688618,0.00012968776114779618,0.5185697570657177,0.00014005167105172054,0.4638939576215546,0.0010790424945893988,0.4366353870008179,0.0027518213520827204
P-GJ3138,0,0.2794096720777077,3.066508874639055e-11,0.2752629436619371,5.325652993612705e-11,0.27012041678780185,1.0511814990242468e-10,0.26979589524430125,1.097083360386515e-10,0.2358072397733577,8.65932958807836e-09
P-GJ317,0,0.9211928629058964,1.9685086497446447e-74,0.7916060374208015,6.662146676978284e-45,0.7694470839285315,7.752419666496303e-42,0.7599975597293641,1.2820602042250672e-40,0.7336396881188829,1.8536113371405317e-37
P-GJ3293,0,0.5071233056780096,8.57010144556757e-30,0.4996136592039989,4.2574564702827317e-29,0.38599503348967096,1.0899769992266826e-19,0.33521817037702856,4.806435147539601e-16,0.2914513191647351,3.9856261323914976e-13
P-GJ3341,0,0.2070014036356632,0.0003371959344184687,0.17539848138964426,0.0040855818319166575,0.17249674390262093,0.005106228157694575,0.16400866995664926,0.009742158815625443,0.16107695427636465,0.012149470904542842
P-GJ3470,0,0.14105292275101536,0.10225220742765384,0.11981754828089748,0.34634753444518346,0.11968025394941655,0.34877365327143284,0.11874729430936355,0.36556305832652297,0.11060342391593904,0.5319315204828715
P-GJ3634,0,0.8133439821894098,2.255469679102181e-24,0.8126242596627827,2.594478569642161e-24,0.7970349514190699,4.749988378939696e-23,0.7169341144595428,8.448228271792697e-18,0.6441804318429603,3.385110694470793e-14
P-GJ480,0,0.4584523783133217,4.79874041782759e-06,0.4526616287988863,6.52597065391591e-06,0.4143044737773112,4.6052988661346366e-05,0.4096476624801829,5.7845845521967226e-05,0.36489892697069054,0.0004712435604895272
P-GJ676A,0,0.7311040877164056,3.2901561880699513e-35,0.7266232323214625,9.763195220470955e-35,0.6796968084391222,3.280131148405505e-30,0.668088702190989,3.4085220295846875e-29,0.5904026418965732,3.4187951938156243e-23
P-Gl205,0,0.6938280222285061,1.8575504669106718e-16,0.6693708357554425,2.902000235108254e-15,0.6617464547150509,6.5563234677760546e-15,0.588773596770339,7.007337356380869e-12,0.5824238580169044,1.2099678817666805e-11
P-Gl229,0,0.6854526587817774,6.407647150412655e-47,0.6747887122268464,1.7249447308276125e-45,0.6467324261872618,6.101499560272098e-42,0.5825777917861997,8.65901022129604e-35,0.4944601329074617,1.3698726178973574e-26
P-Gl433,0,0.22821380546011105,0.014568021790372587,0.22729691739140165,0.015258694853657688,0.22628717282955896,0.01605573861332944,0.2257718892739881,0.016477752735102203,0.2252214416383211,0.01694033590918541
P-Gl436,0,0.06019090935164855,0.9899042947833672,0.059357811363002465,0.9926266494627758,0.05258987489937389,0.9997636229406028,0.051921493913776574,0.9998483568507462,0.050950990277014566,0.9999235429422844
P-Gl514,0,0.2449670759064775,3.0916257589725556e-07,0.24026280524061425,5.001292991001953e-07,0.2382302822838213,6.150408922276109e-07,0.2345587616921793,8.922738866317845e-07,0.23323759472853656,1.0196241079216676e-06
P-Gl536,0,0.14480904645590625,0.0026752145763488037,0.14174125450993405,0.003561204540265703,0.1324625303448264,0.00838430403664352,0.12970157901383558,0.010787175991543257,0.12575835748581826,0.01542218439066594
P-Gl581,0,0.8661989447698724,7.545165811642903e-105,0.840544164601422,1.9031881825407424e-95,0.7273106658503478,1.0641406774623428e-66,0.6685237528464089,3.016895544672077e-56,0.4889038038532072,4.323545122324615e-33
P-Gl682,0,0.6615373487946206,0.041806372255681214,0.6051860321295436,0.12165421111037185,0.5850466272572672,0.16910989497104112,0.5757753150803413,0.1950147257260657,0.563844013264991,0.23229154500425336
P-Gl686,0,0.5638319290406119,0.1485159445646591,0.5321229972631518,0.2396083839236439,0.5200017125305875,0.28273787231776426,0.5163803965702337,0.2965037746400426,0.5057877496455624,0.33899584461504834
P-Gl832,0,0.8546449241230953,3.346957142478197e-44,0.7075118489869487,3.087669809630952e-27,0.614629057254806,1.4663963210312526e-20,0.5977766069554428,1.589156560444264e-19,0.5678842479471974,8.579662424593538e-18
P-Gl849,0,0.691185090764554,8.204129840839295e-16,0.6842385861612471,1.7980474482702625e-15,0.6652949357980334,1.4027461450325606e-14,0.6146840270739133,1.9990268345654948e-12,0.6018004575749084,6.357686992767196e-12
P-Gl876,0,0.8262730609893654,4.302093323202428e-98,0.7909744915504692,2.034114586136045e-87,0.7055335125072681,1.1990265455745419e-67,0.6690990110928635,6.388376633769924e-61,0.547205651083813,7.528800923791989e-43
P-Gl87,0,0.8201905620763409,7.917223163351705e-56,0.8182833041675991,1.8104316803587287e-55,0.8083667415834406,1.1657545731599865e-53,0.7696256776914451,2.153090809671188e-47,0.6450875302283635,1.067104391810046e-32
P-HATS-6,0,0.2393278370259941,0.4996889360055576,0.22997654164425385,0.5886440595956367,0.22974217886962836,0.590905659816717,0.21753527460382951,0.7075124561212941,0.2034675966149452,0.8279227177611707
P-HD110113,0,0.5004103202149859,7.191415163930682e-06,0.4869105837566492,1.4189297990739375e-05,0.4553907046009858,6.466228160455779e-05,0.4428123043363663,0.000115452531079285,0.43701041657817935,0.00015014475003903712
P-HD137388,0,0.6468491806325412,6.207042601299492e-18,0.6191436813112339,1.750010490666701e-16,0.6099503823699116,5.020657180286572e-16,0.5513279121699977,2.425893235308421e-13,0.5388428742731757,8.134707447640717e-13
P-HD208487,0,0.8292800427687161,4.438868211571034e-44,0.7680691132179862,5.599721239808753e-36,0.7613190132874224,3.208221638476382e-35,0.7393523698140974,6.796800673236315e-33,0.7342565255665875,2.2066947333256344e-32
P-K2-122,0,0.5010025747651122,0.9908716990267059,0.46951152907372495,0.9964402760512904,0.4396583621756294,0.9986602927705248,0.4228486670789869,0.9992529984949996,0.41997672863429597,0.9993255036849272
P-K2-89,0,0.422975731857531,0.8941063181723355,0.4017708575937253,0.9402873710773084,0.38190735407845977,0.9684047503771044,0.3775527275380366,0.9729024005043728,0.3697182669062512,0.9797171480541276
P-LHS1140,0,0.14436239260821254,3.038223721660161e-07,0.14090733345691742,5.406091519701793e-07,0.1386144623249923,7.912738953302205e-07,0.1332202640742505,1.929936059224989e-06,0.13315616872278502,1.9504149636495567e-06
P-LHS1723,0,,,,,,,,,,
P-LTT9759,0,0.6269175159022917,0.8406767141997012,0.5225920775309992,0.9814266497639846,0.4952376872800437,0.9910831876930218,0.4343049337739001,0.9986407227270904,0.4324259358901662,0.9987238373535552
